Project_ID,Model,Field,Row_Count,Delete_Action,Risk_Class
5,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborWorkLedger,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.LaborMonthlyPayroll,project,1,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborMonthlyPayroll,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.LaborMonthlyPayroll,report_project,1,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborMonthlyPayroll,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.ElectronicCardImportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
2,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
4,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
5,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
6,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
7,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
8,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
9,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
10,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
11,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
12,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
13,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
15,labor.ElectronicCardWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
1,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborReconciliationResult,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborConfirmedWorkDay,actual_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborConfirmedWorkDay,report_project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
2,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
4,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
5,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
6,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
7,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
8,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
9,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
10,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
11,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
12,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
13,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
15,labor.LaborConfirmedWorkDay,card_project,0,PRESERVE_REFERENCE,SET_NULL
1,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
2,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
4,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
5,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
6,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
7,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
8,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
9,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
10,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
11,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
12,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
13,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
15,labor.LaborExcelExportBatch,project,0,DELETE_PROJECT_SCOPED,KNOWN_PROTECT
1,labor.Timesheet,project,2,DELETE_WITH_PROJECT,CASCADE
2,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
4,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
5,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
6,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
7,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
8,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
9,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
10,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
11,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
12,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
13,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
15,labor.Timesheet,project,0,DELETE_WITH_PROJECT,CASCADE
1,labor.PayrollAllocationLine,project,1,DELETE_WITH_PROJECT,CASCADE
2,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
4,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
5,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
6,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
7,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
8,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
9,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
10,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
11,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
12,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
13,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
15,labor.PayrollAllocationLine,project,0,DELETE_WITH_PROJECT,CASCADE
